key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,1,1.187,1,1.187,0,74,74,55,1,1,rose,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2.56,1,2.56,0,75,75,62,1,18,onion,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.178,1,1.178,0,76,76,45,1,10,flower,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.363,1,1.363,0,77,77,30,1,3,cake,oven,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.16,1,1.16,0,78,78,13,1,26,tomato,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.183,1,1.183,0,79,79,33,1,32,cake,microwave,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.029,1,1.029,0,80,80,59,1,8,broom,melon,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.375,1,1.375,0,81,81,79,1,86,oven,rose,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.978,1,0.978,0,82,82,80,1,61,strawberry,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.864,1,0.864,0,83,83,75,1,69,carrot,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.808,1,0.808,0,84,84,70,1,5,oven,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.809,1,0.809,0,85,85,9,1,75,cookie,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.825,1,0.825,0,86,86,31,1,33,oven,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.826,1,0.826,0,87,87,83,1,6,garden,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.826,1,0.826,0,88,88,21,1,56,cactus,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.929,1,0.929,0,89,89,57,1,62,kitchen,rose,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.866,1,0.866,0,90,90,1,1,31,cactus,pretzel,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.842,1,0.842,0,91,91,48,1,66,melon,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.98,1,0.98,0,92,92,32,1,40,broom,cake,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.844,1,0.844,0,93,93,95,1,52,carrot,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.907,1,0.907,0,94,94,74,1,70,chocolate,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.793,1,0.793,0,95,95,0,1,53,garden,pretzel,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.748,1,0.748,0,96,96,77,1,7,melon,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,10.439,,,,,,161,kitchen,pretzel,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,10.439,0,0,0,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.848,,,,,,114,cookie,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.848,0,1,1,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.76,,,,,,121,broom,microwave,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.76,0,2,2,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.598,,,,,,146,pretzel,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.598,0,3,3,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.574,,,,,,113,refrigerator,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.574,0,4,4,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.475,,,,,,116,cake,chocolate,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.475,0,5,5,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.459,,,,,,122,flower,garden,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.459,0,6,6,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.375,,,,,,134,carrot,flower,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.375,0,7,7,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.329,,,,,,125,carrot,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.329,0,8,8,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.345,,,,,,165,onion,rose,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.345,0,9,9,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.26,,,,,,130,microwave,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.26,0,10,10,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.664,,,,,,136,chocolate,microwave,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.664,0,11,11,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.443,,,,,,166,cake,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.443,0,12,12,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.406,,,,,,145,cactus,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.406,0,13,13,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.709,,,,,,188,flower,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.709,0,14,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.092,,,,,,107,rose,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.092,0,15,15,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.981,,,,,,147,cake,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.981,0,16,16,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.798,,,,,,123,cookie,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.798,0,17,17,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.748,,,,,,151,microwave,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.748,0,18,18,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.758,,,,,,144,cake,garden,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.758,0,19,19,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.805,,,,,,176,cactus,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.805,0,20,20,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.81,,,,,,180,tree,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.81,0,21,21,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.775,,,,,,119,strawberry,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.775,0,22,22,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.758,,,,,,137,microwave,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.758,0,23,23,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.727,,,,,,112,cake,carrot,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.727,0,24,24,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.809,,,,,,179,broom,oven,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.809,0,25,25,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.809,,,,,,105,cactus,oven,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.809,0,26,26,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.771,,,,,,168,cactus,flower,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.771,0,27,27,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.16,,,,,,102,chocolate,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.16,0,28,28,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.794,,,,,,181,carrot,kitchen,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.794,0,29,29,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.026,,,,,,118,chocolate,oven,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.026,0,30,30,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.742,,,,,,110,chocolate,cookie,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.742,0,31,31,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.822,,,,,,103,pretzel,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.822,0,32,32,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.816,,,,,,175,melon,onion,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.816,0,33,33,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.097,,,,,,141,melon,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.097,0,34,34,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.925,,,,,,190,microwave,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.925,0,35,35,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.763,,,,,,182,flower,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.763,0,36,36,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.73,,,,,,152,cactus,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.73,0,37,37,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.777,,,,,,171,cake,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.777,0,38,38,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.459,,,,,,185,cactus,rose,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.459,0,39,39,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.06,,,,,,96,oven,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.06,0,40,40,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,3.508,,,,,,178,cactus,carrot,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,5,3.508,0,41,41,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,1.872,,,,,,128,melon,microwave,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,5,1.872,0,42,42,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.429,,,,,,174,cake,pretzel,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.429,0,43,43,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.042,,,,,,106,cake,strawberry,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.042,0,44,44,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.372,,,,,,111,carrot,microwave,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.372,0,45,45,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.843,,,,,,142,garden,tree,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.843,0,46,46,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.142,,,,,,163,melon,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.142,0,47,47,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.226,,,,,,100,garden,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.226,0,48,48,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.676,,,,,,150,microwave,refrigerator,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.676,0,49,49,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.862,,,,,,97,chocolate,kitchen,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.862,0,50,50,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.098,,,,,,154,strawberry,yogurt,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.098,0,51,51,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.143,,,,,,162,microwave,tomato,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.143,0,52,52,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.998,,,,,,167,carrot,garden,,90116,001,2022-04-29_12h14.29.447,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.998,0,53,53,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
