key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,9,6.2042,9,6.2042,0,77,77,21,1,56,cactus,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2.2305,9,2.2305,0,78,78,52,1,4,chocolate,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2.1971,6,2.1971,0,79,79,69,1,45,onion,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,7.627,2,7.627,0,80,80,29,1,42,garden,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2.2708,9,2.2708,0,81,81,30,1,3,cake,oven,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,3.7942,7,3.7942,0,82,82,38,1,88,cactus,melon,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,3.8581,1,3.8581,0,83,83,23,1,65,broom,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2.0069,9,2.0069,0,84,84,10,1,191,cake,cake,CHECK,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,3.5299,8,3.5299,0,85,85,96,1,82,cake,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,2.245,3,2.245,0,86,86,56,1,78,cookie,rose,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,10.0567,4,10.0567,0,87,87,55,1,1,rose,yogurt,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,1.4769,9,1.4769,0,88,88,53,1,192,microwave,microwave,CHECK,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,3.572,5,3.572,0,89,89,20,1,39,melon,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,2.9288,3,2.9288,0,90,90,72,1,59,rose,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.4208,1,1.4208,0,91,91,16,1,14,broom,cookie,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,3.7395,2,3.7395,0,92,92,0,1,53,garden,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,6.6556,8,6.6556,0,93,93,60,1,89,chocolate,rose,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,4.5743,4,4.5743,0,94,94,81,1,60,cactus,onion,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,4.2296,2,4.2296,0,95,95,65,1,46,garden,yogurt,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2.3626,1,2.3626,0,96,96,32,1,40,broom,cake,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,17.8227,,,,,,136,chocolate,microwave,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,17.8227,0,0,0,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.7385,,,,,,100,garden,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.7385,0,1,1,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.9085,,,,,,168,cactus,flower,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.9085,0,2,2,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,3.3495,,,,,,171,cake,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,5,3.3495,0,3,3,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,3.1921,,,,,,125,carrot,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,3.1921,0,4,4,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,5.1785,,,,,,147,cake,refrigerator,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,5.1785,0,5,5,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.9958,,,,,,175,melon,onion,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.9958,0,6,6,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.9922,,,,,,99,garden,melon,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.9922,0,7,7,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,2.354,,,,,,151,microwave,onion,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.354,0,8,8,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,5.3369,,,,,,159,cookie,flower,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,5.3369,0,9,9,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,13.2727,,,,,,148,flower,melon,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,5,13.2727,0,10,10,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.2371,,,,,,160,cookie,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.2371,0,11,11,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.7396,,,,,,164,cookie,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.7396,0,12,12,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,4.7242,,,,,,188,flower,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,4.7242,0,13,13,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.9229,,,,,,126,kitchen,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.9229,0,14,14,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,5.0404,,,,,,118,chocolate,oven,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,5.0404,0,15,15,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.3074,,,,,,177,chocolate,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.3074,0,16,16,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,3.7066,,,,,,186,kitchen,yogurt,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,3.7066,0,17,17,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,3.4479,,,,,,139,carrot,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.4479,0,18,18,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.2789,,,,,,129,cactus,refrigerator,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,2.2789,0,19,19,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.3054,,,,,,101,cactus,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,2.3054,0,20,20,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,5.812,,,,,,178,cactus,carrot,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,5.812,0,21,21,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,6.7454,,,,,,155,carrot,cookie,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,6.7454,0,22,22,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,9.5283,,,,,,127,cactus,chocolate,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,9.5283,0,23,23,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.6086,,,,,,130,microwave,yogurt,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,2.6086,0,24,24,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.8086,,,,,,142,garden,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.8086,0,25,25,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,5,2.4959,,,,,,152,cactus,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,5,2.4959,0,26,26,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.8879,,,,,,143,pretzel,rose,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.8879,0,27,27,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,3.6229,,,,,,132,broom,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,3.6229,0,28,28,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,3.2758,,,,,,131,cactus,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,3.2758,0,29,29,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.8136,,,,,,150,microwave,refrigerator,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.8136,0,30,30,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.0715,,,,,,144,cake,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,2.0715,0,31,31,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,4.3226,,,,,,161,kitchen,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,4.3226,0,32,32,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.9547,,,,,,122,flower,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.9547,0,33,33,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,3.1738,,,,,,110,chocolate,cookie,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,3.1738,0,34,34,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.6726,,,,,,163,melon,refrigerator,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.6726,0,35,35,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.781,,,,,,154,strawberry,yogurt,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.781,0,36,36,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,3.2979,,,,,,162,microwave,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,3.2979,0,37,37,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,3.4559,,,,,,119,strawberry,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.4559,0,38,38,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,9.3272,,,,,,112,cake,carrot,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,9.3272,0,39,39,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,3.8744,,,,,,167,carrot,garden,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,3.8744,0,40,40,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,3.1745,,,,,,114,cookie,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.1745,0,41,41,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.3897,,,,,,149,broom,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,2.3897,0,42,42,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,4.7278,,,,,,128,melon,microwave,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,4.7278,0,43,43,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.412,,,,,,190,microwave,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,2.412,0,44,44,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.7213,,,,,,104,garden,microwave,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.7213,0,45,45,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.6229,,,,,,181,carrot,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,2.6229,0,46,46,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,3.0304,,,,,,106,cake,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,3.0304,0,47,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.6917,,,,,,109,broom,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.6917,0,48,48,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4.7607,,,,,,103,pretzel,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,4.7607,0,49,49,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,2.8224,,,,,,153,carrot,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.8224,0,50,50,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.7044,,,,,,117,melon,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.7044,0,51,51,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.3074,,,,,,124,oven,refrigerator,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.3074,0,52,52,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,5.5392,,,,,,141,melon,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,5.5392,0,53,53,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,3.1235,,,,,,96,oven,strawberry,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,3.1235,0,54,54,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,3.1257,,,,,,121,broom,microwave,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.1257,0,55,55,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.147,,,,,,174,cake,pretzel,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,2.147,0,56,56,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.3453,,,,,,173,kitchen,tomato,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.3453,0,57,57,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.0729,,,,,,97,chocolate,kitchen,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.0729,0,58,58,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.3802,,,,,,146,pretzel,tree,,90212,001,2022-04-18_17h48.12.250,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,2.3802,0,59,59,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
