key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,rjt_rating,rjt_RT,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider.response,slider.rt,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,6,2.0538,6,2.0538,0,74,74,53,1,177,chocolate,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.8187,6,1.8187,0,75,75,67,1,96,oven,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.6721,1,1.6721,0,76,76,15,1,145,cactus,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.307,2,2.307,0,77,77,77,1,172,kitchen,melon,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.7671,1,1.7671,0,78,78,34,1,153,carrot,pretzel,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.3678,1,1.3678,0,79,79,68,1,180,tree,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,1.5463,5,1.5463,0,80,80,8,1,97,chocolate,kitchen,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.4153,4,2.4153,0,81,81,93,1,134,carrot,flower,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.9482,1,1.9482,0,82,82,40,1,165,onion,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,1.9641,2,1.9641,0,83,83,88,1,171,cake,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2.4571,6,2.4571,0,84,84,52,1,110,chocolate,cookie,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.3854,1,1.3854,0,85,85,16,1,111,carrot,microwave,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,1.9488,4,1.9488,0,86,86,89,1,140,cookie,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.3306,7,2.3306,0,87,87,44,1,116,cake,chocolate,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,1.489,9,1.489,0,88,88,86,1,193,melon,melon,CHECK,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2.1423,1,2.1423,0,89,89,57,1,127,cactus,chocolate,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.8922,2,2.8922,0,90,90,63,1,137,microwave,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.6075,7,2.6075,0,91,91,17,1,99,garden,melon,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.3676,1,1.3676,0,92,92,54,1,101,cactus,kitchen,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.5076,1,1.5076,0,93,93,55,1,143,pretzel,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.5882,1,1.5882,0,94,94,5,1,108,carrot,chocolate,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.5237,1,1.5237,0,95,95,85,1,115,refrigerator,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.4471,1,1.4471,0,96,96,62,1,189,onion,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,59.1627,,,,,,27,cactus,cookie,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,59.1627,0,0,0,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.767,,,,,,83,broom,carrot,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.767,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.0713,,,,,,32,cake,microwave,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,2,2.0713,0,2,2,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.6697,,,,,,11,refrigerator,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,2,1.6697,0,3,3,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.216,,,,,,59,rose,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,6,2.216,0,4,4,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.5315,,,,,,33,oven,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.5315,0,5,5,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.2028,,,,,,26,tomato,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.2028,0,6,6,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.8624,,,,,,95,broom,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,1.8624,0,7,7,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,2.5983,,,,,,52,carrot,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,2.5983,0,8,8,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.2886,,,,,,191,cake,cake,CHECK,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,9,1.2886,0,9,9,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.8532,,,,,,58,garden,oven,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.8532,0,10,10,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.6525,,,,,,3,cake,oven,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,7,1.6525,0,11,11,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.6042,,,,,,15,onion,oven,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.6042,0,12,12,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4358,,,,,,46,garden,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4358,0,13,13,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.3855,,,,,,24,cookie,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.3855,0,14,14,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4026,,,,,,5,oven,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4026,0,15,15,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.4856,,,,,,10,flower,onion,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,3,1.4856,0,16,16,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.7678,,,,,,77,refrigerator,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,1.7678,0,17,17,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.5216,,,,,,40,broom,cake,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.5216,0,18,18,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4351,,,,,,66,melon,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4351,0,19,19,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.7323,,,,,,31,cactus,pretzel,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,3,1.7323,0,20,20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,3.069,,,,,,69,carrot,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,3.069,0,21,21,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6575,,,,,,38,pretzel,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,3,1.6575,0,22,22,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.0141,,,,,,9,kitchen,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,7,2.0141,0,23,23,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.3519,,,,,,60,cactus,onion,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.3519,0,24,24,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.1681,,,,,,84,oven,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.1681,0,25,25,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,3.2865,,,,,,53,garden,pretzel,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,3.2865,0,26,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.7385,,,,,,75,cookie,onion,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.7385,0,27,27,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.3056,,,,,,91,microwave,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.3056,0,28,28,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.1792,,,,,,42,garden,kitchen,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.1792,0,29,29,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.6386,,,,,,16,chocolate,flower,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.6386,0,30,30,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.6142,,,,,,37,garden,refrigerator,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,2,1.6142,0,31,31,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.5352,,,,,,80,chocolate,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.5352,0,32,32,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4553,,,,,,85,cake,tree,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4553,0,33,33,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.0186,,,,,,76,garden,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,7,2.0186,0,34,34,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.6166,,,,,,23,flower,microwave,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.6166,0,35,35,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.5037,,,,,,93,kitchen,oven,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,8,2.5037,0,36,36,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.2968,,,,,,1,rose,yogurt,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.2968,0,37,37,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,2.2453,,,,,,22,kitchen,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,2.2453,0,38,38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.6379,,,,,,90,cactus,cake,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.6379,0,39,39,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4998,,,,,,86,oven,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4998,0,40,40,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.2202,,,,,,44,cookie,melon,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,2.2202,0,41,41,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.8865,,,,,,47,onion,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,3,2.8865,0,42,42,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4897,,,,,,36,broom,kitchen,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4897,0,43,43,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.3819,,,,,,78,cookie,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.3819,0,44,44,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.9862,,,,,,50,carrot,rose,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.9862,0,45,45,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.4378,,,,,,74,broom,pretzel,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.4378,0,46,46,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.597,,,,,,79,garden,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,1.597,0,47,47,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.7914,,,,,,88,cactus,melon,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,2,1.7914,0,48,48,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.9133,,,,,,17,carrot,melon,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,4,1.9133,0,49,49,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.3718,,,,,,192,microwave,microwave,CHECK,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,9,1.3718,0,50,50,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,3.2871,,,,,,43,chocolate,tomato,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,3.2871,0,51,51,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.7186,,,,,,73,broom,chocolate,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,1,1.7186,0,52,52,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.0531,,,,,,51,onion,strawberry,,89804,001,2022-04-29_15h04.24.929,SPAMnetsValid,2021.1.4,Win32,60.0132029,,,,,,,,,,,,,2,2.0531,0,53,53,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
