key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,rjt_rating,rjt_RT,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider.response,slider.rt,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,VF_response,VF_tag,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,trials_16.ran,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,1,1.64,1,1.64,0,70,70,6,1,151,microwave,onion,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2.879,6,2.879,0,71,71,18,1,119,strawberry,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.672,1,1.672,0,72,72,92,1,170,cookie,microwave,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.055,4,2.055,0,73,73,57,1,127,cactus,chocolate,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,3.303,8,3.303,0,74,74,17,1,99,garden,melon,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,3.702,1,3.702,0,75,75,68,1,180,tree,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.766,1,1.766,0,76,76,73,1,135,carrot,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.887,1,1.887,0,77,77,67,1,96,oven,strawberry,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,2.964,8,2.964,0,78,78,52,1,110,chocolate,cookie,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,3.37,6,3.37,0,79,79,2,1,174,cake,pretzel,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,2.497,4,2.497,0,80,80,85,1,115,refrigerator,tomato,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.803,1,1.803,0,81,81,55,1,143,pretzel,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,1.923,8,1.923,0,82,82,35,1,147,cake,refrigerator,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,2.556,9,2.556,0,83,83,82,1,98,pretzel,strawberry,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.787,1,1.787,0,84,84,8,1,97,chocolate,kitchen,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2.773,1,2.773,0,85,85,46,1,123,cookie,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1.904,3,1.904,0,86,86,77,1,172,kitchen,melon,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.599,7,2.599,0,87,87,30,1,125,carrot,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,4.249,9,4.249,0,88,88,37,1,139,carrot,strawberry,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,4.173,1,4.173,0,89,89,33,1,131,cactus,garden,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2.273,1,2.273,0,90,90,9,1,176,cactus,tomato,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.162,1,1.162,0,91,91,13,1,105,cactus,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,1.623,1,1.623,0,92,92,81,1,104,garden,microwave,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,3.046,9,3.046,0,93,93,27,1,158,cookie,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,4.545,8,4.545,0,94,94,44,1,116,cake,chocolate,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,5.703,8,5.703,0,95,95,28,1,154,strawberry,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.402,7,2.402,0,96,96,11,1,117,melon,strawberry,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.847,,,,,,42,garden,kitchen,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,7,2.847,0,0,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.614,,,,,,36,broom,kitchen,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,1.614,0,1,1,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.562,,,,,,62,kitchen,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.562,0,2,2,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.194,,,,,,53,garden,pretzel,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,2.194,0,3,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.762,,,,,,5,oven,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.762,0,4,4,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,4.379,,,,,,12,cookie,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,4.379,0,5,5,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.264,,,,,,18,onion,refrigerator,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,2.264,0,6,6,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.407,,,,,,71,broom,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.407,0,7,7,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.556,,,,,,56,cactus,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,7,2.556,0,8,8,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.992,,,,,,33,oven,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.992,0,9,9,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.762,,,,,,27,cactus,cookie,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,4,1.762,0,10,10,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.122,,,,,,92,broom,flower,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,2.122,0,11,11,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.787,,,,,,54,chocolate,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,7,2.787,0,12,12,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,10.187,,,,,,86,oven,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,10.187,0,13,13,79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,15.046,,,,,,87,carrot,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,15.046,0,14,14,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.088,,,,,,66,melon,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,8,2.088,0,15,15,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.771,,,,,,68,flower,tomato,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,2.771,0,16,16,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.511,,,,,,34,melon,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.511,0,17,17,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,3.32,,,,,,50,carrot,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,3.32,0,18,18,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.466,,,,,,191,cake,cake,CHECK,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,1.466,0,19,19,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.063,,,,,,41,broom,cactus,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,2.063,0,20,20,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.514,,,,,,65,broom,garden,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.514,0,21,21,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,4.088,,,,,,61,strawberry,tomato,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,8,4.088,0,22,22,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,5.588,,,,,,1,rose,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,5.588,0,23,23,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.668,,,,,,58,garden,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,2.668,0,24,24,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.269,,,,,,82,cake,kitchen,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,2.269,0,25,25,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,4.026,,,,,,93,kitchen,oven,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,4.026,0,26,26,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,2.695,,,,,,25,carrot,onion,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,2.695,0,27,27,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.88,,,,,,80,chocolate,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.88,0,28,28,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1.802,,,,,,23,flower,microwave,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,1.802,0,29,29,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,3.283,,,,,,75,cookie,onion,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,3.283,0,30,30,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,3.313,,,,,,55,tomato,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,3.313,0,31,31,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,10.387,,,,,,81,pretzel,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,4,10.387,0,32,32,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,4.416,,,,,,63,cake,cookie,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,8,4.416,0,33,33,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,3.144,,,,,,67,flower,yogurt,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,3.144,0,34,34,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,2.137,,,,,,37,garden,refrigerator,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,2,2.137,0,35,35,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,37.913,,,,,,78,cookie,rose,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,37.913,0,36,36,56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.68,,,,,,94,kitchen,microwave,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,1.68,0,37,37,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,4.673,,,,,,28,cake,melon,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,4,4.673,0,38,38,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.78,,,,,,4,chocolate,pretzel,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,8,1.78,0,39,39,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.212,,,,,,192,microwave,microwave,CHECK,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,1.212,0,40,40,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,1.656,,,,,,20,rose,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,1.656,0,41,41,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,4.787,,,,,,51,onion,strawberry,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,6,4.787,0,42,42,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.463,,,,,,9,kitchen,refrigerator,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,9,2.463,0,43,43,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,5.154,,,,,,7,melon,tree,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,4,5.154,0,44,44,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,0.973,,,,,,74,broom,pretzel,,89849,001,2022-04-24_22h12.21.160,SPAMnetsValid,2021.1.4,MacIntel,66.66666667,,,,,,,,,,,,,1,0.973,0,45,45,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
