key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct
,,,,4,1.4775,,,,,,97,chocolate,kitchen,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.4775,0,8,8,8,1,,,,,,,,,,,,,,,,,,
,,,,3,1.6389,,,,,,128,melon,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6389,0,9,9,74,1,,,,,,,,,,,,,,,,,,
,,,,7,1.4074,,,,,,184,oven,pretzel,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.4074,0,10,10,42,1,,,,,,,,,,,,,,,,,,
,,,,3,1.6381,,,,,,118,chocolate,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6381,0,11,11,10,1,,,,,,,,,,,,,,,,,,
,,,,9,1.3871,,,,,,188,flower,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.3871,0,12,12,7,1,,,,,,,,,,,,,,,,,,
,,,,4,1.5403,,,,,,145,cactus,yogurt,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.5403,0,13,13,15,1,,,,,,,,,,,,,,,,,,
,,,,9,2.6318,,,,,,112,cake,carrot,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.6318,0,14,14,39,1,,,,,,,,,,,,,,,,,,
,,,,9,0.7534,,,,,,126,kitchen,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,0.7534,0,15,15,50,1,,,,,,,,,,,,,,,,,,
,,,,1,1.9089,,,,,,132,broom,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,1,1.9089,0,16,16,78,1,,,,,,,,,,,,,,,,,,
,,,,2,1.4378,,,,,,179,broom,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.4378,0,17,17,45,1,,,,,,,,,,,,,,,,,,
,,,,3,1.1376,,,,,,162,microwave,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1376,0,18,18,12,1,,,,,,,,,,,,,,,,,,
,,,,3,3.465,,,,,,183,cake,rose,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,3.465,0,19,19,19,1,,,,,,,,,,,,,,,,,,
,,,,3,1.3564,,,,,,190,microwave,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3564,0,20,20,90,1,,,,,,,,,,,,,,,,,,
,,,,3,1.1884,,,,,,101,cactus,kitchen,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1884,0,21,21,54,1,,,,,,,,,,,,,,,,,,
,,,,3,1.6054,,,,,,105,cactus,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6054,0,22,22,13,1,,,,,,,,,,,,,,,,,,
,,,,7,1.788,,,,,,125,carrot,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.788,0,23,23,30,1,,,,,,,,,,,,,,,,,,
,,,,3,2.9986,,,,,,109,broom,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,2.9986,0,24,24,4,1,,,,,,,,,,,,,,,,,,
,,,,3,1.1708,,,,,,113,refrigerator,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1708,0,25,25,56,1,,,,,,,,,,,,,,,,,,
,,,,6,1.8948,,,,,,98,pretzel,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,1.8948,0,26,26,82,1,,,,,,,,,,,,,,,,,,
,,,,4,1.3544,,,,,,146,pretzel,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.3544,0,27,27,80,1,,,,,,,,,,,,,,,,,,
,,,,3,9.9306,,,,,,153,carrot,pretzel,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,9.9306,0,28,28,34,1,,,,,,,,,,,,,,,,,,
,,,,3,1.4053,,,,,,148,flower,melon,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.4053,0,29,29,23,1,,,,,,,,,,,,,,,,,,
,,,,4,1.1602,,,,,,140,cookie,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.1602,0,30,30,89,1,,,,,,,,,,,,,,,,,,
,,,,3,1.0719,,,,,,187,cactus,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.0719,0,31,31,71,1,,,,,,,,,,,,,,,,,,
,,,,8,2.0891,,,,,,116,cake,chocolate,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.0891,0,32,32,44,1,,,,,,,,,,,,,,,,,,
,,,,4,2.2144,,,,,,180,tree,yogurt,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.2144,0,33,33,68,1,,,,,,,,,,,,,,,,,,
,,,,4,33.6509,,,,,,111,carrot,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,33.6509,0,34,34,16,1,,,,,,,,,,,,,,,,,,
,,,,4,5.9952,,,,,,130,microwave,yogurt,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,5.9952,0,35,35,84,1,,,,,,,,,,,,,,,,,,
,,,,9,1.9615,,,,,,120,microwave,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.9615,0,36,36,14,1,,,,,,,,,,,,,,,,,,
,,,,7,2.3668,,,,,,167,carrot,garden,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.3668,0,37,37,47,1,,,,,,,,,,,,,,,,,,
,,,,7,2.5464,,,,,,115,refrigerator,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.5464,0,38,38,85,1,,,,,,,,,,,,,,,,,,
,,,,6,3.8918,,,,,,176,cactus,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,3.8918,0,39,39,9,1,,,,,,,,,,,,,,,,,,
,,,,4,1.5266,,,,,,164,cookie,garden,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.5266,0,40,40,59,1,,,,,,,,,,,,,,,,,,
,,,,4,2.1713,,,,,,171,cake,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.1713,0,41,41,88,1,,,,,,,,,,,,,,,,,,
,,,,7,16.2495,,,,,,163,melon,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,16.2495,0,42,42,29,1,,,,,,,,,,,,,,,,,,
,,,,4,18.9546,,,,,,139,carrot,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,18.9546,0,43,43,37,1,,,,,,,,,,,,,,,,,,
,,,,4,1.9968,,,,,,123,cookie,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.9968,0,44,44,46,1,,,,,,,,,,,,,,,,,,
,,,,7,1.5744,,,,,,186,kitchen,yogurt,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.5744,0,45,45,48,1,,,,,,,,,,,,,,,,,,
,,,,7,1.6218,,,,,,141,melon,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.6218,0,46,46,70,1,,,,,,,,,,,,,,,,,,
,,,,6,4.5134,,,,,,177,chocolate,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,4.5134,0,47,47,53,1,,,,,,,,,,,,,,,,,,
,,,,4,1.5647,,,,,,121,broom,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.5647,0,48,48,95,1,,,,,,,,,,,,,,,,,,
,,,,4,4.7044,,,,,,137,microwave,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,4.7044,0,49,49,63,1,,,,,,,,,,,,,,,,,,
,,,,4,1.3117,,,,,,165,onion,rose,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.3117,0,50,50,40,1,,,,,,,,,,,,,,,,,,
,,,,7,3.2206,,,,,,106,cake,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.2206,0,51,51,0,1,,,,,,,,,,,,,,,,,,
,,,,7,1.6524,,,,,,110,chocolate,cookie,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.6524,0,52,52,52,1,,,,,,,,,,,,,,,,,,
,,,,3,6.3878,,,,,,103,pretzel,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,6.3878,0,53,53,79,1,,,,,,,,,,,,,,,,,,
,,,,3,1.4825,,,,,,129,cactus,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.4825,0,54,54,3,1,,,,,,,,,,,,,,,,,,
,,,,9,1.2764,,,,,,150,microwave,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.2764,0,55,55,66,1,,,,,,,,,,,,,,,,,,
,,,,2,2.1097,,,,,,147,cake,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,2.1097,0,56,56,35,1,,,,,,,,,,,,,,,,,,
,,,,4,10.4396,,,,,,178,cactus,carrot,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,10.4396,0,57,57,75,1,,,,,,,,,,,,,,,,,,
,,,,4,2.0725,,,,,,96,oven,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.0725,0,58,58,67,1,,,,,,,,,,,,,,,,,,
,,,,3,1.2414,,,,,,159,cookie,flower,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2414,0,59,59,21,1,,,,,,,,,,,,,,,,,,
,,,,4,4.3485,,,,,,134,carrot,flower,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,4.3485,0,60,60,93,1,,,,,,,,,,,,,,,,,,
,,,,3,1.2312,,,,,,136,chocolate,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2312,0,61,61,96,1,,,,,,,,,,,,,,,,,,
,,,,4,1.0882,,,,,,114,cookie,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.0882,0,62,62,87,1,,,,,,,,,,,,,,,,,,
,,,,3,3.4798,,,,,,135,carrot,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,3.4798,0,63,63,73,1,,,,,,,,,,,,,,,,,,
,,,,3,1.2872,,,,,,127,cactus,chocolate,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2872,0,64,64,57,1,,,,,,,,,,,,,,,,,,
,,,,3,0.9835,,,,,,189,onion,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,0.9835,0,65,65,62,1,,,,,,,,,,,,,,,,,,
,,,,7,1.1535,,,,,,172,kitchen,melon,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.1535,0,66,66,77,1,,,,,,,,,,,,,,,,,,
,,,,4,4.6651,,,,,,151,microwave,onion,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,4.6651,0,67,67,6,1,,,,,,,,,,,,,,,,,,
,,,,8,10.61,,,,,,122,flower,garden,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,10.61,0,68,68,60,1,,,,,,,,,,,,,,,,,,
,,,,7,2.8206,,,,,,99,garden,melon,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.8206,0,69,69,17,1,,,,,,,,,,,,,,,,,,
,,,,4,1.489,,,,,,133,cake,flower,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.489,0,70,70,94,1,,,,,,,,,,,,,,,,,,
,,,,4,1.3294,,,,,,185,cactus,rose,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.3294,0,71,71,43,1,,,,,,,,,,,,,,,,,,
,,,,7,1.825,,,,,,173,kitchen,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.825,0,72,72,1,1,,,,,,,,,,,,,,,,,,
,,,,4,2.192,,,,,,104,garden,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.192,0,73,73,81,1,,,,,,,,,,,,,,,,,,
,,,,6,3.3958,,,,,,169,onion,yogurt,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,3.3958,0,74,74,24,1,,,,,,,,,,,,,,,,,,
,,,,4,6.2451,,,,,,155,carrot,cookie,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,6.2451,0,75,75,38,1,,,,,,,,,,,,,,,,,,
,,,,9,1.7694,,,,,,194,cactus,cactus,CHECK,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.7694,0,76,76,25,1,,,,,,,,,,,,,,,,,,
,,,,4,2.1377,,,,,,182,flower,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,2.1377,0,77,77,32,1,,,,,,,,,,,,,,,,,,
,,,,3,1.2728,,,,,,149,broom,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2728,0,78,78,20,1,,,,,,,,,,,,,,,,,,
,,,,3,1.3049,,,,,,119,strawberry,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3049,0,79,79,18,1,,,,,,,,,,,,,,,,,,
,,,,8,2.1634,,,,,,170,cookie,microwave,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.1634,0,80,80,92,1,,,,,,,,,,,,,,,,,,
,,,,6,2.4034,,,,,,160,cookie,kitchen,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,2.4034,0,81,81,65,1,,,,,,,,,,,,,,,,,,
,,,,7,18.7398,,,,,,174,cake,pretzel,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,18.7398,0,82,82,2,1,,,,,,,,,,,,,,,,,,
,,,,6,2.3799,,,,,,161,kitchen,pretzel,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,2.3799,0,83,83,36,1,,,,,,,,,,,,,,,,,,
,,,,6,1.2927,,,,,,142,garden,tree,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,1.2927,0,84,84,22,1,,,,,,,,,,,,,,,,,,
,,,,4,1.9092,,,,,,102,chocolate,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.9092,0,85,85,76,1,,,,,,,,,,,,,,,,,,
,,,,6,22.2141,,,,,,156,melon,rose,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,22.2141,0,86,86,31,1,,,,,,,,,,,,,,,,,,
,,,,7,1.3404,,,,,,107,rose,tomato,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.3404,0,87,87,26,1,,,,,,,,,,,,,,,,,,
,,,,8,1.7472,,,,,,117,melon,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.7472,0,88,88,11,1,,,,,,,,,,,,,,,,,,
,,,,9,1.3797,,,,,,124,oven,refrigerator,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.3797,0,89,89,69,1,,,,,,,,,,,,,,,,,,
,,,,4,1.6303,,,,,,143,pretzel,rose,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,1.6303,0,90,90,55,1,,,,,,,,,,,,,,,,,,
,,,,4,12.0592,,,,,,158,cookie,oven,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,4,12.0592,0,91,91,27,1,,,,,,,,,,,,,,,,,,
,,,,9,4.6242,,,,,,193,melon,melon,CHECK,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,4.6242,0,92,92,86,1,,,,,,,,,,,,,,,,,,
,,,,9,2.2909,,,,,,131,cactus,garden,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.2909,0,93,93,33,1,,,,,,,,,,,,,,,,,,
,,,,8,1.8388,,,,,,181,carrot,kitchen,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.8388,0,94,94,72,1,,,,,,,,,,,,,,,,,,
,,,,7,3.1421,,,,,,168,cactus,flower,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,3.1421,0,95,95,51,1,,,,,,,,,,,,,,,,,,
,,,,3,8.7046,,,,,,152,cactus,strawberry,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,8.7046,0,96,96,49,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,0,1,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,11.6031,0,0,0,0,1,rancor,forbearance,ridicule,malice,bravery,3
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,33.8302,0,1,1,1,1,raucous,empty,quiet,smooth,harsh,4
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,6.409,0,2,2,2,1,gargoyle,oil,medicine,carved waterspout,ugly building,3
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,60.2612,0,3,3,3,1,recrudesce,purify,renew activity,lack refinement,crush,2
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,16.0168,0,4,4,4,1,specious,"plausible, but not genuine",noteworthy,class or variety,roomy,1
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,14.075,0,5,5,5,1,bauble,bubble,showy plaything,idle talk,confusion,2
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,46.4794,0,6,6,6,1,prolific,scarce,producing abundantly,reckless,speaking profanely,2
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,4,20.3044,0,7,7,7,1,opulent,party,wealthy,happy frame of mind,semiprecious stone,2
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,1,5.1813,0,8,8,8,1,coercion,conspiracy,strategy,restraint,attraction,3
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,4.4588,0,9,9,9,1,hiatus,animal,calamity,dread,gap,4
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,80.2134,0,10,10,10,1,germane,microbe,contagious,relevant,different,3
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,25.6397,0,11,11,11,1,perfunctory,fundamental,formal,superficial,careful,3
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,3,5.3402,0,12,12,12,1,diverge,reveal,chant,distract the attention of,differ or turn off from,4
,,,,,,,,,,,,,,,90422,001,2022-04-27_17h14.46.358,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,2,2.2275,0,13,13,13,1,evoke,take away,anger,connect,bring out,4
