key_resp_3.keys,key_resp_3.rt,slider.response,slider.rt,rjt_rating,rjt_RT,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider_2.response,slider_2.rt,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,AUT_resp,AUT_label,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt
,,8,2.3299,8,2.3299,0,84,84,93,1,63,cake,cookie,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.4732,7,2.4732,0,85,85,87,1,79,garden,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,2.0562,6,2.0562,0,86,86,76,1,36,broom,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,1.6103,8,1.6103,0,87,87,30,1,3,cake,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1.9697,3,1.9697,0,88,88,57,1,62,kitchen,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,6,1.4431,6,1.4431,0,89,89,34,1,29,chocolate,melon,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1.5241,3,1.5241,0,90,90,49,1,57,flower,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1.2242,3,1.2242,0,91,91,5,1,13,broom,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,2.2985,8,2.2985,0,92,92,82,1,93,kitchen,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,2.1745,2,2.1745,0,93,93,85,1,90,cactus,cake,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,1.342,2,1.342,0,94,94,22,1,16,chocolate,flower,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,2.1737,7,2.1737,0,95,95,48,1,66,melon,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,1.3694,7,1.3694,0,96,96,24,1,17,carrot,melon,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.8122,,,,,,163,melon,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.8122,0,0,0,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.0592,,,,,,121,broom,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.0592,0,1,1,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,0.8986,,,,,,169,onion,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,0.8986,0,2,2,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.0558,,,,,,138,flower,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.0558,0,3,3,61,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.637,,,,,,109,broom,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.637,0,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.4374,,,,,,174,cake,pretzel,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.4374,0,5,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.3974,,,,,,107,rose,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3974,0,6,6,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.8821,,,,,,176,cactus,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,0.8821,0,7,7,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.3534,,,,,,170,cookie,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3534,0,8,8,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.7426,,,,,,186,kitchen,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.7426,0,9,9,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2297,,,,,,147,cake,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2297,0,10,10,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.9081,,,,,,187,cactus,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.9081,0,11,11,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.1984,,,,,,171,cake,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.1984,0,12,12,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.6305,,,,,,141,melon,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.6305,0,13,13,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2548,,,,,,155,carrot,cookie,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2548,0,14,14,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6914,,,,,,111,carrot,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6914,0,15,15,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.7377,,,,,,140,cookie,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.7377,0,16,16,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.1355,,,,,,134,carrot,flower,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1355,0,17,17,93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.0064,,,,,,101,cactus,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.0064,0,18,18,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.8875,,,,,,159,cookie,flower,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,0.8875,0,19,19,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.407,,,,,,99,garden,melon,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.407,0,20,20,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.9368,,,,,,151,microwave,onion,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.9368,0,21,21,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.1737,,,,,,96,oven,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1737,0,22,22,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.7624,,,,,,125,carrot,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.7624,0,23,23,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.688,,,,,,144,cake,garden,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.688,0,24,24,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.9199,,,,,,181,carrot,kitchen,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.9199,0,25,25,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,2.3075,,,,,,106,cake,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,6,2.3075,0,26,26,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.0696,,,,,,110,chocolate,cookie,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.0696,0,27,27,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.9909,,,,,,118,chocolate,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.9909,0,28,28,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.4709,,,,,,148,flower,melon,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,2.4709,0,29,29,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.2425,,,,,,119,strawberry,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.2425,0,30,30,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2713,,,,,,152,cactus,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2713,0,31,31,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6349,,,,,,145,cactus,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6349,0,32,32,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6784,,,,,,135,carrot,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6784,0,33,33,73,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.3494,,,,,,177,chocolate,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.3494,0,34,34,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.2753,,,,,,136,chocolate,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2753,0,35,35,96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.5183,,,,,,175,melon,onion,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.5183,0,36,36,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.1731,,,,,,127,cactus,chocolate,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1731,0,37,37,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.5275,,,,,,173,kitchen,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.5275,0,38,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6563,,,,,,184,oven,pretzel,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6563,0,39,39,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2884,,,,,,116,cake,chocolate,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2884,0,40,40,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6421,,,,,,180,tree,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6421,0,41,41,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.6625,,,,,,185,cactus,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.6625,0,42,42,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.6692,,,,,,108,carrot,chocolate,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.6692,0,43,43,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.1372,,,,,,193,melon,melon,CHECK,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.1372,0,44,44,86,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.4108,,,,,,139,carrot,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.4108,0,45,45,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.4373,,,,,,115,refrigerator,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.4373,0,46,46,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1.0188,,,,,,149,broom,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,2,1.0188,0,47,47,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.7526,,,,,,98,pretzel,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.7526,0,48,48,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.4219,,,,,,130,microwave,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.4219,0,49,49,84,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.2442,,,,,,129,cactus,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2442,0,50,50,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.8641,,,,,,124,oven,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.8641,0,51,51,69,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.2088,,,,,,104,garden,microwave,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2088,0,52,52,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.1767,,,,,,105,cactus,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.1767,0,53,53,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.8611,,,,,,179,broom,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,0.8611,0,54,54,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.5367,,,,,,156,melon,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.5367,0,55,55,31,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.4627,,,,,,166,cake,yogurt,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.4627,0,56,56,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.4585,,,,,,150,microwave,refrigerator,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,8,1.4585,0,57,57,66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.8687,,,,,,189,onion,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.8687,0,58,58,62,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.0378,,,,,,164,cookie,garden,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.0378,0,59,59,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.0075,,,,,,112,cake,carrot,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.0075,0,60,60,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,2.3959,,,,,,188,flower,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,2.3959,0,61,61,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.2619,,,,,,133,cake,flower,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2619,0,62,62,94,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,2.2751,,,,,,142,garden,tree,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,2.2751,0,63,63,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2874,,,,,,117,melon,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2874,0,64,64,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.2753,,,,,,120,microwave,oven,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.2753,0,65,65,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.0248,,,,,,122,flower,garden,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.0248,0,66,66,60,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,1.0757,,,,,,114,cookie,strawberry,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,1.0757,0,67,67,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,0.9967,,,,,,153,carrot,pretzel,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,7,0.9967,0,68,68,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,9,1.6441,,,,,,194,cactus,cactus,CHECK,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,9,1.6441,0,69,69,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.4095,,,,,,161,kitchen,pretzel,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.4095,0,70,70,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.5916,,,,,,162,microwave,tomato,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,2.5916,0,71,71,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.4587,,,,,,183,cake,rose,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.4587,0,72,72,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.2446,,,,,,168,cactus,flower,,89389,001,2022-04-22_09h24.36.526,SPAMnetsValid,2021.1.4,MacIntel,59.99880002,,,,,,,,,,,,,3,1.2446,0,73,73,51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
