key_resp_3.keys,key_resp_3.rt,slider_2.response,slider_2.rt,rjt_rating,rjt_RT,trials_24.thisRepN,trials_24.thisTrialN,trials_24.thisN,trials_24.thisIndex,trials_24.ran,rjt_order,word1,word2,attention,participant,session,date,expName,psychopyVersion,OS,frameRate,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,repOne,repTwo,slider.response,slider.rt,trials_22.thisRepN,trials_22.thisTrialN,trials_22.thisN,trials_22.thisIndex,trials_22.ran,trials_99.thisRepN,trials_99.thisTrialN,trials_99.thisN,trials_99.thisIndex,trials_99.ran,slider_extend_2.response,slider_extend_2.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,vCue2,R1,R2,R3,R4,correct,sliderVocab.response,sliderVocab.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran,VocabCue,VR1,VR2,VR3,VR4,VR5,VocabCorrect,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,aut_prompt,VF_response,VF_tag,trials_16.thisRepN,trials_16.thisTrialN,trials_16.thisN,trials_16.thisIndex,trials_16.ran,trials_17.thisRepN,trials_17.thisTrialN,trials_17.thisN,trials_17.thisIndex,trials_17.ran,VFcond,open_slider.response,open_slider.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,OpenQ,Rev,OPEN_ORDER,key_resp_2.keys,key_resp_2.rt
,,7,1.0584,7,1.0584,0,74,74,6,1,151,microwave,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0.8181,3,0.8181,0,75,75,79,1,103,pretzel,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.9648,7,0.9648,0,76,76,87,1,114,cookie,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.686,7,0.686,0,77,77,17,1,99,garden,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.1544,7,0.1544,0,78,78,51,1,168,cactus,flower,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.0534,7,0.0534,0,79,79,85,1,115,refrigerator,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.2643,8,0.2643,0,80,80,39,1,112,cake,carrot,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.2747,8,0.2747,0,81,81,2,1,174,cake,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.782,4,0.782,0,82,82,63,1,137,microwave,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,1.3523,4,1.3523,0,83,83,89,1,140,cookie,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0.9521,2,0.9521,0,84,84,88,1,171,cake,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,0.7656,1,0.7656,0,85,85,32,1,182,flower,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,0.8,4,0.8,0,86,86,34,1,153,carrot,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0.7168,3,0.7168,0,87,87,70,1,141,melon,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2,0.6787,2,0.6787,0,88,88,58,1,144,cake,garden,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0.5816,3,0.5816,0,89,89,22,1,142,garden,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0.4804,3,0.4804,0,90,90,65,1,160,cookie,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,7,0.071,7,0.071,0,91,91,7,1,188,flower,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,9,0.0532,9,0.0532,0,92,92,8,1,97,chocolate,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,0.2716,5,0.2716,0,93,93,5,1,108,carrot,chocolate,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.8103,8,0.8103,0,94,94,84,1,130,microwave,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.2199,8,0.2199,0,95,95,29,1,163,melon,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,0.02,8,0.02,0,96,96,92,1,170,cookie,microwave,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,0,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,2.2716,,,,,,79,garden,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,2.2716,0,0,0,87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.7666,,,,,,94,kitchen,microwave,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.7666,0,1,1,58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,0.4378,,,,,,70,chocolate,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,7,0.4378,0,2,2,74,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7,0.9375,,,,,,60,cactus,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,7,0.9375,0,3,3,81,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1052,,,,,,57,flower,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1052,0,4,4,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.187,,,,,,25,carrot,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.187,0,5,5,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.3692,,,,,,32,cake,microwave,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.3692,0,6,6,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1528,,,,,,59,rose,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1528,0,7,7,72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.3385,,,,,,21,cake,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.3385,0,8,8,63,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.1475,,,,,,88,cactus,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.1475,0,9,9,38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.0863,,,,,,44,cookie,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.0863,0,10,10,92,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.0363,,,,,,1,rose,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,2.0363,0,11,11,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.1701,,,,,,19,microwave,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,2.1701,0,12,12,41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.365,,,,,,64,chocolate,garden,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.365,0,13,13,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.4892,,,,,,85,cake,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,1.4892,0,14,14,18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.7568,,,,,,46,garden,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.7568,0,15,15,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1.7043,,,,,,5,oven,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,1.7043,0,16,16,70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,3.1827,,,,,,62,kitchen,rose,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,6,3.1827,0,17,17,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,0.746,,,,,,35,flower,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,6,0.746,0,18,18,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.9593,,,,,,84,oven,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.9593,0,19,19,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.6033,,,,,,24,cookie,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.6033,0,20,20,68,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2565,,,,,,58,garden,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2565,0,21,21,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.5862,,,,,,69,carrot,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.5862,0,22,22,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.703,,,,,,4,chocolate,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.703,0,23,23,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.4686,,,,,,81,pretzel,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.4686,0,24,24,50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,2.2574,,,,,,16,chocolate,flower,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,2.2574,0,25,25,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,6,0.6231,,,,,,27,cactus,cookie,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,6,0.6231,0,26,26,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.6415,,,,,,34,melon,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.6415,0,27,27,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.7683,,,,,,92,broom,flower,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.7683,0,28,28,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.686,,,,,,49,flower,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.686,0,29,29,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.1708,,,,,,30,cookie,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.1708,0,30,30,78,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.5026,,,,,,38,pretzel,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.5026,0,31,31,71,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.4041,,,,,,39,melon,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.4041,0,32,32,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,0.2032,,,,,,55,tomato,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,0.2032,0,33,33,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.3055,,,,,,13,broom,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.3055,0,34,34,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,4,1.121,,,,,,2,kitchen,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,4,1.121,0,35,35,91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,2.3847,,,,,,52,carrot,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,2.3847,0,36,36,95,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.4892,,,,,,22,kitchen,strawberry,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.4892,0,37,37,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.5122,,,,,,73,broom,chocolate,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.5122,0,38,38,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.3887,,,,,,11,refrigerator,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.3887,0,39,39,43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.5573,,,,,,8,broom,melon,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.5573,0,40,40,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.3962,,,,,,31,cactus,pretzel,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.3962,0,41,41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2433,,,,,,80,chocolate,tree,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2433,0,42,42,89,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2788,,,,,,43,chocolate,tomato,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2788,0,43,43,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2869,,,,,,72,broom,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2869,0,44,44,27,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2754,,,,,,90,cactus,cake,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2754,0,45,45,85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,0.2551,,,,,,93,kitchen,oven,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,3,0.2551,0,46,46,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,1.0787,,,,,,26,tomato,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,1.0787,0,47,47,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.3323,,,,,,95,broom,refrigerator,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.3323,0,48,48,90,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.3494,,,,,,42,garden,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.3494,0,49,49,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2368,,,,,,77,refrigerator,yogurt,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2368,0,50,50,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2699,,,,,,36,broom,kitchen,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2699,0,51,51,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2525,,,,,,191,cake,cake,CHECK,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2525,0,52,52,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8,0.2721,,,,,,6,garden,onion,,90468,001,2022-04-29_12h08.20.832,SPAMnetsValid,2021.1.4,Win32,60.07088364,,,,,,,,,,,,,8,0.2721,0,53,53,83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
